index,Date,sentence,p_neg,p_neu,p_pos,tone,label
1,2020-02-28,"To the officers and members of the Fund Management Association of the Philippines (FMAP) led by President Noel Reyes and Convention Committee Chairperson Cristina Arceo, congratulations on your 13th annual convention.",0.0026153729,0.66520596,0.33217862,0.32956326,neutral
1,2020-02-28,I am grateful to FMAP for inviting me to this event.,0.0021855063,0.87958735,0.11822712,0.11604161,neutral
1,2020-02-28,This gives me an opportunity to address a group whose general mission is not too far from what we at BSP pursue--to help uplift the people's economic well-being through the professional and ethical practice of fund management.,0.0021842315,0.24167827,0.75613755,0.75395334,positive
1,2020-02-28,"This year's theme, ""Anticipating Investor's Needs in the New Decade Under a Borderless World"" speaks of FMAP's pursuit of advancing the field of fund management in this era of interconnectedness, while keeping investors' needs and safety of paramount importance.",0.005238602,0.6148274,0.37993392,0.37469533,neutral
1,2020-02-28,"Today, I will provide you some recent economic and financial market developments as well as the BSP's corresponding initiatives in promoting monetary and financial stability and an efficient payment system.",0.0037339455,0.7593227,0.23694327,0.23320933,neutral
1,2020-02-28,"We hope that the FMAP, as an esteemed organization of fund managers, can take advantage of the opportunities these developments offer as we all progress towards what you call a ""borderless world.""",0.0028941263,0.1982759,0.79883,0.79593587,positive
1,2020-02-28,"As we embark on a new decade, let's look at where we are now.",0.004677889,0.85814375,0.1371784,0.13250051,neutral
1,2020-02-28,"Resilient economy Amid global uncertainties, the Philippine economy remains strong and in fact has been experiencing uninterrupted positive growth for more than two decades.",0.0065175565,0.05403735,0.93944514,0.9329276,positive
1,2020-02-28,"Gross Domestic Product (GDP) posted a year-on-year growth of 6.4 percent in Q4 2019, resulting in the 5.9 percent full-year growth for 2019.",0.011647516,0.068389244,0.9199633,0.9083158,positive
1,2020-02-28,The fourth quarter growth is primarily driven by the catch-up spending of the government and robust household consumption.,0.02002997,0.36915952,0.6108105,0.59078056,positive
1,2020-02-28,"On the production side, GDP growth was supported by a resilient services sector.",0.009092953,0.061846968,0.9290601,0.9199672,positive
1,2020-02-28,This underscores the Philippines' place as one of the most resilient and fastest growing economies in the region.,0.003961967,0.04639901,0.949639,0.94567704,positive
1,2020-02-28,Positive forecasts for the domestic economy continue to remain firm over the medium term.,0.0068934034,0.13043462,0.86267203,0.85577863,positive
1,2020-02-28,Private consumption is expected to remain buoyant.,0.01481297,0.2301809,0.75500613,0.7401932,positive
1,2020-02-28,Private capital formation is likewise expected to be robust while public construction will remain solid as the government's BBB program accelerates.,0.0071320417,0.12573703,0.86713094,0.8599989,positive
1,2020-02-28,"At the same time, we are closely monitoring the potential impact of a slowdown in global economic growth due to trade uncertainties, rising geopolitical tensions, the worsening climate-related disasters such as bushfires, typhoons, and flooding across the world and the fast spreading coronavirus on domestic economic activity.",0.7427823,0.21747506,0.03974264,-0.70303965,negative
1,2020-02-28,"Effective monetary policy In 2019, inflation averaged 2.5%, a sharp drop from 5.2% average in 2018.",0.033568636,0.20749098,0.75894034,0.7253717,positive
1,2020-02-28,"The latest baseline forecasts indicate a broadly steady path of inflation for 2020 and 2021, with average inflation remaining within the target range of 3.0 percent ± 1 percentage point.",0.015074802,0.6732665,0.31165874,0.29658395,neutral
1,2020-02-28,Inflation expectations also continue to be firmly anchored within the target over the policy horizon.,0.009867857,0.6080834,0.3820487,0.37218085,neutral
1,2020-02-28,"Thus, a few weeks ago, the Monetary Board decided to cut the policy rate by another 25 basis points.",0.0067772605,0.5215134,0.47170937,0.4649321,neutral
1,2020-02-28,This is a preemptive reduction in the policy rate to support market confidence and to defend against the potential spillovers associated with the mentioned external factors.,0.01173851,0.6476587,0.3406027,0.3288642,neutral
1,2020-02-28,"Strong external position We have hefty Gross international Reserves (GIR), US$86.9 billion as of end-January 2020.",0.004189749,0.08310837,0.91270185,0.9085121,positive
1,2020-02-28,This GIR level represents an ample liquidity buffer equivalent to 7.6 months' worth of imports of goods and payments of services and primary income.,0.011476966,0.24968004,0.738843,0.72736603,positive
1,2020-02-28,It is also equivalent to 5.4 times the country's short-term external debt based on original maturity.,0.028978666,0.87077147,0.10024992,0.07127125,neutral
1,2020-02-28,"Alongside the growing economy, the banking sector exhibits continued expansion and resilience.",0.00903617,0.06341903,0.92754483,0.91850865,positive
1,2020-02-28,"The Philippine banking system has grown steadily during the past 18 quarters, expanding its assets to P18.3 trillion as of end-December 2019.",0.008066186,0.077419005,0.9145148,0.9064486,positive
1,2020-02-28,Bank deposits were able to sustain growth and spur expansion in loans and investments.,0.0046926714,0.0504804,0.9448269,0.9401342,positive
1,2020-02-28,Bank deposits registered a 7.1 percent growth in end-December 2019 to P13.7 trillion.,0.031304404,0.19691189,0.7717837,0.7404793,positive
1,2020-02-28,Borrowings and bond issuances reached P1.5 trillion and served to complement funds generated from deposits.,0.007090626,0.46408945,0.5288199,0.5217293,positive
1,2020-02-28,"Despite the rapid expansion of credit, loan quality has remained satisfactory with non-performing loans at only 2.0 percent of the banking system's total portfolio.",0.03401817,0.17200093,0.7939809,0.75996274,positive
1,2020-02-28,The banking system also maintains an acceptable level of liquidity that can be readily utilized during periods of stress.,0.0060989563,0.09934697,0.89455414,0.88845515,positive
1,2020-02-28,Liquidity of universal and commercial banks (UKBs) and subsidiary banks and quasi-banks remained ample as the liquidity coverage ratio as of end-September 2019 stood at 171.2 percent on a solo basis and 169.0 percent on a consolidated basis.,0.010576956,0.22418307,0.76523995,0.754663,positive
1,2020-02-28,Banks likewise remain well-capitalized as the capital adequacy ratio (CAR) of universal and commercial banks is well-above the 10 percent minimum thresholds set by the BSP and 8% set by the BIS.,0.0050880043,0.08875594,0.906156,0.901068,positive
1,2020-02-28,"As of end-September 2019, the CAR of the UKBs slightly improved to 15.6 percent and 15.9 percent, on solo and consolidated bases, respectively.",0.015286954,0.17077142,0.81394166,0.7986547,positive
1,2020-02-28,"Growth of debt and equity markets While the Philippine economy remains bank-centric at present, the growth path of the Philippine debt and equity markets is promising.",0.011337299,0.23067787,0.7579848,0.74664754,positive
1,2020-02-28,"Improvement has certainly been noted, as measured by the level of financial assets to GDP.",0.016882438,0.22698447,0.7561331,0.73925066,positive
1,2020-02-28,"Over the last two years, the equity and debt markets have been growing.",0.017524857,0.21381898,0.7686562,0.75113136,positive
1,2020-02-28,"Over the past years, the Philippines has been one of the fastest growing local currency bond markets in emerging Asia.",0.011811315,0.10093688,0.8872518,0.8754405,positive
1,2020-02-28,"Outstanding debt securities stood at P6.6 trillion as of 2019, which is 9.0 percent higher than 2018 data.",0.039390974,0.48406053,0.4765485,0.4371575,neutral
1,2020-02-28,"While government issuances continue to represent the bulk of outstanding debt securities, corporate bond issuances have grown significantly, constantly rising by 14.5 percent from 2018 to 2019.",0.054653257,0.4102032,0.5351435,0.48049024,positive
1,2020-02-28,"Economic outlook The country's strong growth potential can also be seen in the favorable outlook of various institutions, such as the International Monetary Fund (IMF), the World Bank (WB) and the Asian Development Bank (ADB) as published in their latest surveillance reports.",0.0068417215,0.19053982,0.8026185,0.7957768,positive
1,2020-02-28,These third-party assessments are broadly in line with official's GDP growth target range of 6.5 percent to 7.5 percent for 2020.,0.009278443,0.79185104,0.1988705,0.18959205,neutral
1,2020-02-28,"Meanwhile, Goldman Sachs Emerging Market Outlook 2020 expects the Philippine economy to grow by 5.8 percent and 6.5 percent in 2019 and 2020, respectively.",0.015973262,0.2738291,0.7101977,0.6942244,positive
1,2020-02-28,These are higher than the GDP growth forecasts for our neighboring countries.,0.0152829,0.65238094,0.33233622,0.31705332,neutral
1,2020-02-28,"The ""Road to A"" Agenda If we do the ""right"" things, in two years, we envision the country to obtain single ""A"" ratings which we expect to spur greater investments and faster economic growth.",0.0026943623,0.05414043,0.94316524,0.9404709,positive
1,2020-02-28,"Recently, Japan-based R&I assigned to the Philippines a ""BBB+"" rating, which is a notch away from the ""A"" level goal.",0.4482539,0.39389557,0.15785052,-0.29040337,negative
1,2020-02-28,"Also, the recent adjustment in the outlook of Fitch Ratings from investment grade ""stable"" to investment grade ""positive"" is an encouraging development.",0.0029832514,0.108400784,0.888616,0.88563275,positive
1,2020-02-28,"Going Beyond Borders Meanwhile, the economic and financial landscape also continue to rapidly evolve.",0.027706876,0.6396742,0.33261886,0.30491197,neutral
1,2020-02-28,"And if I may refer to your theme again, the changes in the financial landscape are breaking down borders of different types.",0.68584526,0.28100714,0.03314768,-0.65269756,negative
1,2020-02-28,"They offer a breadth of opportunities that are too enormous to not be seen and felt and may, in fact, make us less relevant if we do not adapt.",0.7487887,0.2026132,0.04859808,-0.70019066,negative
1,2020-02-28,I will focus on two of them tonight.,0.0048499587,0.96260935,0.03254064,0.027690683,neutral
1,2020-02-28,Regional integration First are the developments within ASEAN.,0.0056733545,0.9567475,0.03757914,0.031905785,neutral
1,2020-02-28,"In the region, we continue to pursue cooperative efforts.",0.0044460585,0.362577,0.63297695,0.6285309,positive
1,2020-02-28,"The ASEAN integration framework that is geared toward creating an ASEAN Economic Community means that for financial markets, particularly for foreign exchange and securities, transactions are expected to be more fluid.",0.0068914318,0.2431356,0.74997294,0.7430815,positive
1,2020-02-28,"Hence, capital markets, banking services, and payments and settlement systems are expected to be harmonized by a common set of convention or standards.",0.0033942368,0.48049256,0.5161132,0.512719,positive
1,2020-02-28,"In a sense, this is breaking down geographic borders.",0.119059175,0.835829,0.04511187,-0.07394731,neutral
1,2020-02-28,Technological advancements Second are the developments in technology and infrastructure.,0.0077856164,0.909875,0.082339376,0.07455376,neutral
1,2020-02-28,"As you well know, technological innovation is the new frontier and can shape the future of finance and investment.",0.01802418,0.8638533,0.11812255,0.10009837,neutral
1,2020-02-28,The advent of Fintech is affecting the way financial institutions do business.,0.40643743,0.48550013,0.10806252,-0.2983749,neutral
1,2020-02-28,"It is reshaping the way investment products are being distributed, how clients interface with the institutions, and how investment advice is dispensed.",0.049020506,0.6157343,0.33524522,0.28622472,neutral
1,2020-02-28,The use of technology is considered as a lynchpin in delivering financial services with convenience especially to the unbanked and the underbanked.,0.012130363,0.73195547,0.25591406,0.2437837,neutral
1,2020-02-28,"In this way, we have been able to break through barriers associated with traditional modes of transacting.",0.004343722,0.21209471,0.7835616,0.77921784,positive
1,2020-02-28,The next few slides will cover what the BSP has done and what it plans to do to make sure that the gains are sustained and built upon in the future.,0.0048996164,0.7117393,0.28336105,0.27846143,neutral
1,2020-02-28,The ASEAN integration framework - banking and collective investments schemes The BSP demonstrated its commitment and support of financial integration through the passage of the amendment to Republic Act 7721 on the entry of foreign banks in the Philippines in 2013.,0.0029999125,0.3364321,0.66056794,0.65756804,positive
