speech_id,date,title,sentence_ix,text,p_neg,p_neu,p_pos,tok_len,tone,label
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,13,Rice prices declined in 2019 largely due to the Rice Tariffication Law and the continued arrival of rice imports.,0.008210726,0.97372234,0.018067,23,0.009856274,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,14,"At the same time, inflation rates for meat, fish, oils, and fats, vegetables, as well as sweeteners posted slower price increases during the year.",0.48813444,0.4528641,0.059001416,36,-0.42913303,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,15,"Likewise, non-food inflation also fell in 2019 due largely to easing energy prices.",0.065106384,0.9180004,0.016893163,19,-0.04821322,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,16,The pursuit of prudent and well-calibrated monetary policy by the BSP continues to support favorable inflation dynamics in the country.,0.92266953,0.012679788,0.06465076,30,-0.85801876,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,17,"In 2019, as a pre-emptive move against the risks associated with lingering sluggish global growth, the Monetary Board (MB) decided to reduce the policy rate by 25 bps in May, August, and September 2019, respectively.",0.024301201,0.7739401,0.20175874,51,0.17745754,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,18,"And in its most recent monetary policy stance meeting on 6 February 2020, the MB cut the policy rate by another 25bps.",0.063348554,0.8313672,0.10528427,28,0.04193572,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,19,"The Board was of the view that a tame inflation environment, there is a room for a further preemptive reduction in the policy rate to support market confidence.",0.89247453,0.063448295,0.04407711,34,-0.84839743,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,20,The MB noted the possible adverse impact of the spread of the 2019 novel coronavirus on global market sentiment as well as on domestic economic activity in the coming months.,0.04117632,0.7770904,0.18173333,34,0.140557,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,21,"Latest baseline forecasts indicate a target-consistent path of inflation for 2020 and 2021, with average inflation remaining within the target range of 3.0 percent ± 1.0 percentage point.",0.37728322,0.035073712,0.5876431,39,0.21035987,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,22,The balance of risks to the inflation outlook continue to tilt slightly toward the downside in 2020 and in 2021.,0.1206072,0.7849917,0.09440112,24,-0.026206076,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,23,Forecasts by other institutions generally convey similar expectations.,0.120812126,0.02271126,0.85647666,12,0.73566455,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,24,"Capital Economics forecasts 2.8 percent inflation for 2020; Oxford Economics, 2.9 percent; Asian Development Bank, 3.0 percent; and IMF, 2.6 percent.",0.04105916,0.041997805,0.916943,40,0.8758839,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,25,We have also seen continued improvement in the growth of both domestic liquidity and credit activities in line with the needs of the economy.,0.9547075,0.014551643,0.03074087,28,-0.92396665,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,26,"Latest data show that domestic liquidity (M3) expanded by 11.4 percent year-on-year to about ₱13.0 trillion in December 2019, faster than the 9.8-percent growth in November.",0.95176584,0.0197518,0.0284824,46,-0.92328346,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,27,Demand for credit remained the principal driver of money supply growth.,0.42992255,0.031076673,0.5390008,14,0.10907826,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,28,"On the other hand, preliminary data show that outstanding loans of universal and commercial banks, net of reverse repurchase (RRP) placements with the BSP, grew by 10.9 percent in December, faster than the 10.1-percent expansion in the previous month.",0.9528991,0.023893273,0.023207672,59,-0.92969143,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,29,"Loans for production activities--which comprised 87.4 percent of banks' aggregate loan portfolio, net of RRPs--expanded at a rate of 9.1 percent in December, higher than the reported growth in November at 8.1 percent.",0.95379,0.021120025,0.025089968,52,-0.92870003,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,30,"These loans continued to be driven by lending to key sectors such as real estate activities; financial and insurance activities; electricity, gas, steam and air conditioning supply; construction; and information and communication.",0.55804384,0.010837199,0.4311189,41,-0.12692493,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,31,Loans for household consumption increased due to faster growth in credit card and salary-based consumption loans during the month.,0.95825815,0.017606331,0.024135575,24,-0.93412256,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,32,The series of reduction in both policy rates and reserve requirement ratios of banks since last year are anticipated to support both credit conditions and overall economic activity moving forward.,0.9165115,0.054818526,0.02866991,33,-0.8878416,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,33,"Meanwhile, Philippine banks remain robust, well-capitalized, and sound.",0.9386757,0.01576287,0.04556136,17,-0.8931143,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,34,"The banks' capital adequacy ratios, both on a solo and consolidated bases, continue to be well above the standards set by the Bank for International Settlements (BIS) of 8 percent, as well as the BSP""s standard of 10 percent.",0.8877843,0.010479136,0.101736486,54,-0.7860478,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,35,The quality of lending continues to improve.,0.9497396,0.012415371,0.037845068,10,-0.9118945,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,36,The gross non-performing loans (GNPL) and non-performing assets (NPA) ratios of Philippine universal and commercial banks (UKBs) have been falling since the early 2000s.,0.008116418,0.97467595,0.017207628,41,0.009091211,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,37,"The sustained health and soundness of the country's financial sector have been supported by the continuing financial reform agenda of the BSP in the areas of banking supervision, financial inclusion, cybersecurity and technology risk management, anti-money laundering, counter-terrorist financing, and capital market development.",0.87382,0.009135969,0.11704399,62,-0.75677603,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,38,The country's external payments position also continues to provide buffers particularly amid the recently recorded surpluses in the balance of payments position along with a lower current account deficit for the first three quarters of 2019.,0.9441336,0.035421155,0.020445328,43,-0.92368823,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,39,"We expect this trend to continue on the back of the continued bright prospects of the domestic economy, implementation of major infrastructure projects, and improved global perception of the Philippines as an investment destination.",0.95574,0.017015805,0.027244223,39,-0.92849576,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,40,"While the current account is expected to post a deficit over the medium term, it remains manageable and financeable.",0.14056881,0.8265958,0.032835428,25,-0.107733384,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,41,The domestic economy continues to have a steady and stable structural sources of foreign exchange inflows that are more than enough to finance the country's foreign exchange requirements without resorting to excessive foreign borrowing.,0.8715779,0.011195168,0.11722698,42,-0.75435096,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,42,"The stable structural foreign exchange inflows from overseas Filipino (OF) remittances, tourism and IT-BPO receipts continue to buoy the external sector.",0.95175815,0.019728042,0.028513817,36,-0.92324436,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,43,"Foreign direct investments or (FDI) for the first eleven months of 2019 reached US$6.4 billion, inching closer to the full-year projection of US$6.8 billion.",0.949823,0.02514685,0.02503011,42,-0.9247929,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,44,"We expect FDI to continue to slowdown due to mounting uncertainties in the global environment which continue to dampen investor sentiment, both externally and domestically.",0.014718243,0.9673932,0.017888526,33,0.0031702826,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,45,FX inflows from OF remittances as well as BPO earnings continue to contribute significantly to the country's GIR.,0.9551716,0.017018601,0.027809763,30,-0.92736185,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,46,Cash remittances reached US$30.1 billion in 2019 while BPO revenues were recorded at US$16.4 billion for the first three quarters of 2019.,0.2794362,0.021931926,0.6986319,37,0.41919568,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,47,"Preliminary data as of end-January 2020 shows that the country's gross international reserves (GIR) stood at US$86.4 billion, which provides an ample external liquidity buffer that is equivalent to 7.6 months' worth of imports of goods and services and payment of primary income.",0.8188589,0.013894379,0.16724664,62,-0.6516123,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,48,This is way above the traditional 3 month-import cover.,0.49400476,0.05358445,0.4524108,14,-0.04159397,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,49,"We will continue to monitor recent developments that could pose as risks to these inflows (tourism, remittances, exports), such as the lingering weak external demand, the impact of Corona virus outbreak in China and the continued uncertainty surrounding the trade deal between the US and China, among others.",0.10870464,0.63935524,0.25194007,63,0.14323543,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,50,The sustained build-up of the country's foreign exchange reserves continues to lend strong support for the stability of the Philippine peso.,0.9462316,0.016431399,0.03733696,29,-0.90889466,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,51,The current movement of the peso reflects a confluence of factors from both the external and domestic environment.,0.13471808,0.032926224,0.8323557,22,0.6976376,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,52,We continue to adopt a market-determined exchange rate which allows the value of the Philippine peso to move along with the demand for and supply of foreign exchange in the economy.,0.16426754,0.010206377,0.8255262,37,0.66125864,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,53,"Nevertheless, the we are ready to act to prevent excessive peso volatility and overshooting due to speculative activities.",0.8250122,0.019275406,0.15571232,27,-0.6692999,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,54,"Fitch Ratings recent revision of the Philippine's outlook from stable to positive, R&I's upgrade of the Philippines' credit rating from ""BBB"" to ""BBB+"", the BSP's decision to cut policy rates by 25 bps as well as reports of an all-time high remittances and tourism in the Philippines in 2019 provided a calm ground for country's financial markets..",0.91830915,0.05048372,0.031207146,88,-0.887102,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,55,"The equities market continues to perform strongly in the second month of 2020 as the PSEi continued to trade above the 7,100 benchmark, hitting a peak of 7,507.20 index pts.",0.9536207,0.020665485,0.025713785,45,-0.9279069,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,56,"on 11 February before closing at 7,413.0 pts on 20 February 2020.",0.026523706,0.079346016,0.89413023,20,0.8676065,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,57,"Meanwhile, the bond market, as of 19 February 2020, the Emerging Market Bond Index Global (EMBIG) Philippines spread, stood narrower at 68 bps from the end-January level of 83 bps.",0.022562489,0.95295227,0.024485305,45,0.001922816,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,58,"Similarly, the country's 5-year sovereign credit default swap (CDS) spread decreased to 34 bps from the end-January level of 42 bps.",0.018855164,0.9608649,0.020279914,35,0.0014247503,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,59,"Against other neighboring economies, the Philippine CDS traded the same with Malaysia's 34-bps spread, and narrower than Indonesia's 58-bps spread, but wider than Thailand's and Korea's 26-bps and 22-bps, respectively.",0.30955467,0.0986099,0.5918354,57,0.2822807,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,60,"Overall, these numbers demonstrate investors' confidence in the country's creditworthiness.",0.93515044,0.01298698,0.05186257,19,-0.88328785,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,61,"Portfolio flows to emerging markets (EMs) continued their recovery, supported by monetary easing by major central banks and a US-China phase one trade deal.1 However, BSP-registered foreign portfolio investments continued to yield net outflows due to: continuing geopolitical tensions between the US and Iran; (ii) ongoing trade negotiations between the US and China; (iii) renegotiation of the contracts of the country's water concessionaires; and (iv) investor concerns on the spread of the novel coronavirus originating from Wuhan, China.",0.9384529,0.0425967,0.018950373,116,-0.9195025,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,62,The favorable external debt profile of the country serves as cushions against external shocks.,0.87813336,0.010191398,0.11167522,17,-0.76645815,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,63,The country's external debt metrics exhibited a significant improvement as the country's external debt-to-GDP ratio settled at 23.7 percent as of end-September 2019 compared to about 60.0 percent in the mid-2000s.,0.9518953,0.030652747,0.017451996,51,-0.9344433,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,64,"Given that the bulk of the country's external debt remains in medium and long-term maturity profile and are fixed interest rate bearing, debt repayment schedule is more manageable and financially viable.",0.69519347,0.013688634,0.29111788,41,-0.4040756,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,65,"Ladies and gentlemen, the best is yet to come for the Philippine economy.",0.47581887,0.022960003,0.5012212,17,0.025402308,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,66,Prospects for the economy in the near and medium-term continue to be bright.,0.94490176,0.022781504,0.032316666,18,-0.9125851,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,67,"Robust monetary, financial and external sectors are expected to continue to lend support to the country's growth despite external threats and domestic challenges.",0.9406418,0.012647686,0.0467105,29,-0.8939313,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,68,"External risks to the country's growth and inflation outlook in 2020 and over the medium-term include: the threat of a synchronized global economic slowdown; retreat to multilateralism; rising geopolitical tensions, notably between the US and Iran; adoption of protectionist policies in major economies (still high trade barriers between US and China, Brexit, etc.",0.04475834,0.8218508,0.13339083,76,0.088632494,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,69,"); and the recent coronavirus outbreak which has been declared as ""global health emergency"" by the World Health Organization (WHO).",0.01545378,0.9014996,0.08304657,29,0.06759279,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,70,"In the domestic front, the failure to enhance disaster resilience amid increased intensity and frequency of natural hazards and the failure deliver the planned Build.",0.022223195,0.910269,0.067507714,31,0.045284517,neutral
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,71,Build projects are among the key challenges that are on our radar screen.,0.0931243,0.018894516,0.8879812,16,0.7948569,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,72,"In the greater scheme of things, where does the BSP enter in the picture?",0.031711135,0.060801823,0.907487,19,0.8757758,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,73,What are the BSP's policy thrusts to contribute in the collective goal of ensuring that the Philippine economy stays on track - sustaining the growth and inflation dynamics - in 2020 and beyond?,0.15070854,0.010583224,0.83870834,39,0.6879998,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,74,The answer is simple.,0.044784687,0.035040654,0.9201746,7,0.87538993,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,75,The BSP will continue to pursue necessary policy measures and structural reforms to ensure that it will be able to deliver on its mandates.,0.8896342,0.00993245,0.1004334,28,-0.7892008,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,76,"That is, to promote and maintain price stability, a strong financial system, and a safe and efficient payments and settlements system conducive to a sustainable and inclusive growth of the economy.",0.66612667,0.00952589,0.3243474,40,-0.34177926,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,77,And with the passage of Republic Act No.,0.27519822,0.009789316,0.7150125,11,0.43981427,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,78,"11211, or the 'New Central Bank Act' last year, you can be assured that we will remain steadfast to its expanded mandates.",0.68532145,0.010082886,0.30459562,32,-0.38072583,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,79,We will ensure the implementation the reforms provided in the Act to improve BSP's corporate viability and to align its operations with global best practices in central banking.,0.89375144,0.00872837,0.09752022,35,-0.7962312,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,80,"For instance, the restoration of the central bank's authority to issue its own debt papers too, has provided the BSP an additional policy instrument at its disposal.",0.65296304,0.010159224,0.3368778,35,-0.31608525,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,81,The BSP is already in the final stage of crafting the policy framework for its debt securities issuances which is scheduled to begin in the third quarter of the year.,0.06943572,0.0143431565,0.9162211,37,0.84678537,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,82,"In addition, the restoration of the BSP's authority to obtain data from any private person or entity, from the public and private sectors, for policymaking purposes establishes a stronger prudential regulatory framework which helps promote a safe and sound financial system The amendment likewise empowers further the BSP to oversee the country's payment and settlement systems (PSS) including critical financial market infrastructures that are vital components of the Payments and Settlement Systems.",0.6969387,0.009027839,0.2940335,93,-0.4029052,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,83,"Looking ahead, the BSP will continue to pursue the achievement of its mandates and objectives particularly in the advent of the ""fourth industrial revolution"".",0.81464964,0.008398387,0.1769519,31,-0.63769776,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,84,"Our goal is to continue to leverage on emerging digital innovations -use of blockchain technology, fintech, mobile payments, and digital currencies, among others- to promote a more efficient and inclusive financial system.",0.72484523,0.007487581,0.26766714,46,-0.4571781,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,85,"We want to foster an enabling ecosystem, bound by parameters set by BSP as a financial regulator, where responsible innovations are encouraged to thrive and expand.",0.6713518,0.008075429,0.3205728,32,-0.350779,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,86,"In doing so, we also engage other central banks who are keen on pursuing similar policies.",0.7010184,0.009113079,0.28986856,20,-0.41114983,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,87,"Recently, on February 3, 2020, the BSP signed a Memorandum of Understanding (MoU) with the Bank of Indonesia on cooperation in the area of payment systems and digital financial innovation.",0.9247504,0.011264825,0.06398473,40,-0.86076564,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,88,"The MOU aims to provide a framework for closer cooperation between the two central banks to achieve a more secure, efficient, and reliable payment system, and to promote digital financial innovation.",0.83379364,0.00842873,0.15777755,38,-0.6760161,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,89,"The BSP believes that promoting safe, innovative and affordable financial products and services through digitalization promotes greater financial inclusion.",0.71575326,0.008082166,0.2761646,25,-0.43958867,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,90,"In turn, this will enhance economic growth as millions of Filipinos will now have access to various online financial products and services.",0.9197307,0.009074473,0.07119481,27,-0.8485359,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,91,"In closing, let me leave you with some key take-aways.",0.04502697,0.030733699,0.92423934,17,0.8792124,positive
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,92,The Philippine economy in 2020 is expected to sustain its strong growth - stable inflation dynamics that it has been posting in recent decade.,0.9463362,0.017432407,0.03623143,27,-0.91010475,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,93,The domestic economy has sufficient buffers from possible external shocks that may arise from recent global uncertainties.,0.8746834,0.02665041,0.09866626,22,-0.7760171,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,94,"Robust monetary, financial, and external sectors are expected to continue to support economic growth in 2020 and over the medium term.",0.91566885,0.010469006,0.07386223,26,-0.8418066,negative
0,2020-03-03,Staying on Track in 2020: Sustaining Positive PH Growth Inflation Dynamics,95,"The BSP is committed to promote and maintain price stability, a stable financial system, and a safe and efficient payments and settlements system conducive to a strong sustainable and inclusive growth of the economy.",0.7798333,0.008598471,0.21156818,43,-0.56826514,negative
1,2020-02-28,Finding Opportunities in a Borderless World,0,"To the officers and members of the Fund Management Association of the Philippines (FMAP) led by President Noel Reyes and Convention Committee Chairperson Cristina Arceo, congratulations on your 13th annual convention.",0.43123698,0.014699058,0.554064,39,0.12282699,positive
1,2020-02-28,Finding Opportunities in a Borderless World,1,I am grateful to FMAP for inviting me to this event.,0.7415557,0.010019546,0.24842477,15,-0.49313092,negative
1,2020-02-28,Finding Opportunities in a Borderless World,2,This gives me an opportunity to address a group whose general mission is not too far from what we at BSP pursue--to help uplift the people's economic well-being through the professional and ethical practice of fund management.,0.61419547,0.00983361,0.37597093,49,-0.23822454,negative
1,2020-02-28,Finding Opportunities in a Borderless World,3,"This year's theme, ""Anticipating Investor's Needs in the New Decade Under a Borderless World"" speaks of FMAP's pursuit of advancing the field of fund management in this era of interconnectedness, while keeping investors' needs and safety of paramount importance.",0.6688889,0.009064361,0.32204676,57,-0.34684217,negative
1,2020-02-28,Finding Opportunities in a Borderless World,4,"Today, I will provide you some recent economic and financial market developments as well as the BSP's corresponding initiatives in promoting monetary and financial stability and an efficient payment system.",0.21498334,0.0076559894,0.7773606,37,0.5623773,positive
1,2020-02-28,Finding Opportunities in a Borderless World,5,"We hope that the FMAP, as an esteemed organization of fund managers, can take advantage of the opportunities these developments offer as we all progress towards what you call a ""borderless world.""",0.8468043,0.007544623,0.14565101,42,-0.7011533,negative
1,2020-02-28,Finding Opportunities in a Borderless World,6,"As we embark on a new decade, let's look at where we are now.",0.07856584,0.016129734,0.90530443,20,0.8267386,positive
1,2020-02-28,Finding Opportunities in a Borderless World,7,"Resilient economy Amid global uncertainties, the Philippine economy remains strong and in fact has been experiencing uninterrupted positive growth for more than two decades.",0.9442574,0.01515587,0.04058676,35,-0.9036706,negative
1,2020-02-28,Finding Opportunities in a Borderless World,8,"Gross Domestic Product (GDP) posted a year-on-year growth of 6.4 percent in Q4 2019, resulting in the 5.9 percent full-year growth for 2019.",0.92043346,0.023789668,0.0557769,40,-0.86465657,negative
1,2020-02-28,Finding Opportunities in a Borderless World,9,The fourth quarter growth is primarily driven by the catch-up spending of the government and robust household consumption.,0.85235226,0.011144368,0.13650337,23,-0.7158489,negative
1,2020-02-28,Finding Opportunities in a Borderless World,10,"On the production side, GDP growth was supported by a resilient services sector.",0.9181604,0.018056035,0.063783534,19,-0.85437685,negative
1,2020-02-28,Finding Opportunities in a Borderless World,11,This underscores the Philippines' place as one of the most resilient and fastest growing economies in the region.,0.9427849,0.013438528,0.04377649,26,-0.8990084,negative
1,2020-02-28,Finding Opportunities in a Borderless World,12,Positive forecasts for the domestic economy continue to remain firm over the medium term.,0.95130086,0.024700185,0.023998944,18,-0.92730194,negative
1,2020-02-28,Finding Opportunities in a Borderless World,13,Private consumption is expected to remain buoyant.,0.91551346,0.020551754,0.063934855,12,-0.8515786,negative
1,2020-02-28,Finding Opportunities in a Borderless World,14,Private capital formation is likewise expected to be robust while public construction will remain solid as the government's BBB program accelerates.,0.94580966,0.016969621,0.037220635,28,-0.908589,negative
